mark,fuel,vol_engine,year,mileage,price
9,2,1796,2008,190953,18000
9,0,2387,2009,157000,31900
9,0,1910,2009,167000,17900
9,1,1859,2007,84800,21500
9,0,1956,2010,143000,23900
9,0,1956,2011,251000,24900
9,0,1910,2008,230000,17900
9,0,1956,2010,242000,20000
9,1,1796,2007,136000,19900
9,0,1910,2008,245000,15900
9,0,1910,2007,245000,15500
9,0,1910,2008,163000,19600
9,0,2387,2007,217000,19900
9,0,2387,2007,223620,9900
9,1,1796,2008,208000,13700
9,0,1910,2007,226000,14000
9,0,1910,2008,222000,13900
9,1,1796,2007,125500,19500
9,2,1796,2007,204765,11700
9,0,1910,2007,192000,12000
9,0,2387,2008,208000,15500
9,0,1910,2009,178000,17800
9,0,1956,2012,220000,22900
9,1,1796,2007,220000,13900
9,0,1910,2010,182350,21500
9,0,2387,2008,211000,21900
9,2,1796,2009,136500,18900
9,0,1956,2010,200000,24988
9,1,1796,2008,173000,14900
9,0,1910,2009,78000,19700
9,1,1796,2009,203936,16750
9,1,1796,2010,214097,18900
9,1,2198,2008,121000,22500
9,0,1910,2009,240000,15700
9,0,1910,2008,193263,10000
9,0,2143,2017,49900,122900
9,0,2143,2016,89000,79900
9,1,1995,2017,31170,92000
9,1,1995,2018,50000,157800
9,1,1995,2017,45000,149900
9,1,1995,2016,77000,89900
9,1,1995,2017,116000,91400
9,1,1995,2017,81996,109900
9,1,1995,2019,14132,105900
9,1,1995,2020,20293,189900
9,1,1995,2019,38803,158898
9,1,1995,2020,6000,183900
9,1,1995,2017,56000,91000
9,1,1995,2019,11000,164900
9,0,2143,2016,111500,77900
9,1,1995,2019,20000,179600
9,1,1995,2018,40860,139900
9,0,2143,2017,28282,99700
9,1,1995,2018,30799,164799
9,1,1995,2017,74920,99900
9,0,2143,2016,58000,113160
9,1,1995,2019,53556,146799
9,1,1995,2019,38527,118799
9,1,1995,2019,43268,109799
9,1,1995,2019,44629,112799
9,1,1995,2019,36760,149799
9,1,1995,2019,27668,152799
9,1,1995,2019,13110,149700
9,1,1995,2018,53265,124990
9,1,2000,2017,17050,99900
9,1,1995,2018,7841,128900
9,1,1995,2017,82021,61000
9,0,2143,2016,145364,89900
9,1,1995,2017,89000,120000
9,0,2143,2016,72359,87999
9,1,1995,2019,52000,121900
9,0,2143,2016,110000,78000
9,1,1995,2018,44000,119990
9,1,1995,2018,50500,139900
9,1,1995,2018,19700,84000
9,1,1995,2018,51000,115000
9,1,1995,2019,69956,155898
9,1,1995,2019,32100,154900
9,0,2143,2016,80000,89000
9,1,1995,2017,113527,105900
9,0,2143,2016,112700,82900
9,1,1995,2019,13000,112900
9,0,2143,2016,36500,36900
9,1,1995,2018,44000,119990
9,1,2000,2017,84607,103900
9,1,1995,2018,99876,56000
9,1,1995,2019,39000,159900
9,1,1995,2018,90320,140000
9,1,1995,2019,9200,120000
9,1,1995,2020,16200,119620
9,1,1995,2019,38803,159900
9,1,1995,2019,17000,119900
9,1,1995,2019,18000,105000
9,1,1995,2019,45000,109000
9,1,1995,2018,76000,137900
9,1,1995,2019,38000,104900
9,0,2143,2017,180000,72800
9,0,2143,2017,57309,118888
9,1,1995,2019,55420,159900
9,0,2143,2017,95000,77000
9,0,2000,2018,60658,78900
9,1,1368,2017,14405,68900
9,1,1368,2015,108370,58900
9,2,1368,2015,214600,35900
9,0,1956,2010,194000,31900
9,1,1368,2013,94232,44000
9,0,1598,2010,194000,27800
9,0,1956,2012,225000,32000
9,1,1368,2010,219000,28900
9,0,1956,2011,225000,26900
9,1,1368,2017,31600,59900
9,0,1956,2011,220000,26900
9,1,1368,2010,216000,30900
9,0,1598,2018,49998,72900
9,1,1368,2011,36309,41900
9,1,1368,2011,127937,36900
9,1,1368,2011,175000,23900
9,1,1368,2012,160000,38900
9,1,1368,2018,28000,56000
9,1,1368,2016,135000,46000
9,1,1368,2012,179000,33900
9,1,1742,2011,183123,41800
9,1,1742,2018,50077,92900
9,1,1368,2017,65000,58800
9,0,1598,2010,138969,27000
9,1,1368,2010,186000,29900
9,1,1742,2011,129456,39900
9,1,1368,2014,71173,47900
9,1,1368,2010,110557,34900
9,1,1368,2013,145000,34900
9,0,1598,2016,212267,44900
9,1,1368,2011,162000,25900
9,1,1368,2012,179000,33900
9,1,1742,2016,81300,74999
9,1,1368,2011,138000,32900
9,1,1742,2010,195200,42000
9,2,1368,2011,158436,27000
9,0,1956,2014,168000,51900
9,1,1368,2011,233000,27900
9,1,1368,2013,122890,44900
9,0,1956,2011,249888,26900
9,0,1598,2011,248999,26900
9,1,1368,2012,121000,31900
9,1,1368,2010,188700,23500
9,0,1598,2012,180000,18500
9,1,1368,2012,161059,29900
9,1,1368,2012,168000,28500
9,1,1742,2016,103000,78900
9,0,1598,2016,146000,59900
9,0,1598,2014,101255,37900
9,1,1400,2012,80000,35900
9,0,1956,2011,138000,32000
9,1,1368,2012,170080,32799
9,0,1956,2012,200000,26900
9,0,1956,2013,179000,28200
9,0,1600,2010,191276,22900
9,0,1956,2018,80690,69100
9,0,1897,2012,154000,19500
9,0,1956,2016,94000,52000
9,0,1598,2016,86000,54899
9,0,1956,2012,171000,32900
9,1,1368,2011,91000,33900
9,0,1598,2012,220000,15500
9,0,1598,2014,183000,20900
9,1,1368,2011,173484,36900
9,1,1368,2012,162000,31900
9,1,1368,2010,95000,34900
9,1,1368,2014,190000,42800
9,0,1598,2011,161544,29900
9,1,1742,2013,105000,48600
9,0,1598,2014,141300,33500
9,1,1368,2010,193000,24900
9,1,1368,2018,58322,58900
9,1,1368,2011,118880,33000
9,1,1368,2012,200000,30950
9,1,1742,2015,174283,59500
9,1,1368,2013,205000,29900
9,1,1368,2010,170000,27500
9,1,1742,2010,171000,39900
9,1,1742,2016,40400,84870
9,1,1368,2016,108073,57195
9,1,1368,2011,187548,30900
9,1,1368,2012,170000,34300
9,1,1368,2010,142000,32900
9,0,1956,2018,103253,61290
9,0,1600,2018,74000,69900
9,1,1368,2017,39102,68252
9,0,1956,2015,159000,51900
9,1,1742,2016,75000,79500
9,0,1956,2018,139524,66060
9,0,1598,2012,141319,29500
9,1,1742,2010,134000,37500
9,2,1368,2015,191000,36600
9,1,1368,2010,159993,29900
9,0,2000,2015,151000,44900
9,0,1956,2013,228000,31800
9,0,1598,2017,149872,59900
9,1,1368,2016,80982,56900
9,1,1368,2013,52330,45400
9,1,1368,2011,118000,32900
9,1,1368,2011,202838,30400
9,0,1598,2018,22000,66000
9,0,1956,2010,191000,34800
9,1,1368,2015,82472,54900
9,1,1368,2011,156000,25900
9,0,1956,2013,189750,30700
9,0,1598,2012,145000,25200
9,1,1368,2011,99130,44900
9,1,1368,2012,80628,37900
9,1,1368,2011,131000,29900
9,0,1598,2014,98000,36900
9,1,1368,2014,142000,41990
9,1,1368,2011,229400,25999
9,1,1368,2010,212000,25500
9,1,1368,2012,114500,36990
9,1,1742,2012,89123,49900
9,1,1368,2016,196000,40900
9,1,1742,2017,41170,83500
9,1,1368,2014,89000,42900
9,0,1600,2018,83000,66900
9,0,1598,2013,139400,36900
9,1,1368,2013,130869,35900
9,1,1368,2011,171400,33900
9,0,1598,2011,235000,20999
9,1,1368,2011,219000,24400
9,1,1368,2011,140880,33900
9,1,1368,2014,164949,33900
9,1,1368,2010,128700,28900
9,1,1368,2011,170000,30900
9,1,1368,2012,111824,33900
9,1,1368,2012,127500,37900
9,0,1598,2010,138969,26000
9,1,1368,2013,135174,26900
9,1,1368,2010,52116,38000
9,0,1598,2017,107121,55900
9,1,1742,2016,102350,74999
9,0,1598,2013,179000,26900
9,0,1956,2013,155000,29900
9,1,1368,2019,25700,64900
9,1,1368,2011,170000,31900
9,0,1956,2011,224000,24500
9,1,1368,2013,152901,38900
9,0,1956,2011,230000,26500
9,1,1368,2010,86678,29500
9,0,1956,2018,107978,69400
9,0,1956,2017,177598,52899
9,1,1368,2013,87000,30900
9,1,1368,2010,156000,28900
9,0,1598,2012,185000,24500
9,0,1598,2014,152000,32500
9,1,1742,2014,99208,60500
9,0,1956,2011,212200,27900
9,1,1368,2013,132409,46000
9,1,1368,2011,171373,27700
9,1,1742,2017,30992,89800
9,0,1598,2012,233000,26800
9,1,1368,2010,198000,31900
9,1,1400,2010,174617,29900
9,1,1368,2011,156800,34400
9,0,1598,2011,237000,26700
9,1,1368,2018,40049,69999
9,1,1368,2012,159000,28999
9,1,1742,2011,164500,37499
9,1,1368,2011,90000,27400
9,0,1956,2011,176000,30700
9,0,1956,2012,223200,25900
9,1,1368,2012,120000,37777
9,0,1956,2013,98000,37900
9,1,1368,2010,144000,25900
9,1,1368,2013,94000,34900
9,0,1598,2018,60000,64500
9,1,1368,2011,155200,32900
9,1,1742,2014,140000,59000
9,1,1742,2013,155000,39900
9,0,1598,2011,170000,25900
9,1,1368,2012,128000,39900
9,1,1368,2012,114500,36990
9,1,1368,2010,208000,31900
9,1,1368,2014,118109,37999
9,1,1368,2012,153000,28000
9,1,1368,2017,113315,52900
9,0,1598,2014,153000,34900
9,1,1368,2010,166000,16500
9,1,1368,2011,144000,20999
9,2,1368,2010,182763,20300
9,1,1368,2011,154200,24950
9,1,1368,2008,190000,21900
9,0,1598,2009,166000,13750
9,1,1368,2011,177417,26900
9,1,1368,2009,125000,21900
9,0,1248,2010,211000,13500
9,1,1368,2010,179999,19999
9,1,1368,2009,79253,20000
9,1,1368,2012,69700,28500
9,1,1400,2008,172000,14950
9,1,1368,2008,143000,19900
9,1,1368,2011,180192,16500
9,1,1368,2010,145000,22900
9,1,1368,2009,212000,19900
9,0,1248,2009,240000,12800
9,1,1368,2010,85685,21900
9,1,1368,2015,110279,30000
9,1,1368,2011,169892,19900
9,1,1368,2011,184500,29700
9,1,1368,2011,158124,18900
9,1,1368,2009,64111,19500
9,1,1368,2015,92000,34500
9,1,1368,2009,119455,18000
9,1,1368,2009,221000,16300
9,0,1598,2008,210778,16500
9,1,1368,2010,223000,14900
9,1,1368,2009,127272,26900
9,1,1368,2015,27000,35999
9,0,1598,2008,210586,16000
9,1,1368,2009,131900,20900
9,0,1248,2011,203000,16900
9,1,1368,2009,178000,15900
9,1,1368,2008,161000,15900
9,1,1368,2011,85610,19500
9,0,1248,2010,182922,14000
9,1,1368,2009,187000,18300
9,1,1368,2011,180000,23900
9,0,1248,2012,189000,16900
9,1,1368,2009,188000,18800
9,1,1368,2011,99760,19900
9,0,1598,2009,77398,18500
9,1,1368,2010,145000,18900
9,1,1368,2009,112000,22399
9,1,1368,2008,140000,17999
9,1,1368,2009,169421,21500
9,1,1368,2008,180000,17900
9,0,1248,2010,170000,14000
9,1,1368,2015,6100,39999
9,1,1368,2014,107000,28990
9,1,1368,2016,92921,47500
9,0,1598,2009,157000,15700
9,1,1368,2009,158000,18900
9,1,1368,2009,140000,20800
9,1,1368,2009,114000,19900
9,0,1598,2010,177000,16500
9,1,1368,2009,167375,14900
9,0,1248,2011,189000,14900
9,2,1368,2010,130000,19700
9,1,1368,2009,202000,14800
9,0,1248,2013,236232,19900
9,1,1368,2014,150000,26400
9,1,1368,2010,210000,22900
9,1,1368,2009,146000,13500
9,1,1368,2009,163000,12900
9,1,1368,2011,197000,19300
9,0,1248,2011,186000,17950
9,0,1598,2008,174909,15500
9,0,1598,2012,211000,17900
9,1,1368,2010,165000,16900
9,1,1368,2008,140000,21900
9,1,1368,2009,162344,17500
9,1,1368,2010,88500,18500
9,1,1368,2009,185000,14900
9,1,1368,2009,189800,16900
9,2,1368,2010,219841,16999
9,1,1368,2011,170000,17999
9,1,1400,2010,190000,15900
9,1,1368,2008,180000,16800
9,1,1368,2010,143490,21000
9,1,1368,2009,170000,14900
9,0,1248,2013,139000,19900
9,1,1368,2012,110000,17900
9,0,1598,2010,173400,14999
9,1,1368,2018,19200,34700
9,2,1368,2010,168000,21800
9,1,1368,2010,76000,24900
9,1,1368,2010,185000,19900
9,1,1368,2009,133000,16900
9,1,1368,2009,162000,19500
10,1,1206,2011,114000,13999
10,2,1229,2013,108200,24900
10,1,1206,2009,190000,9900
10,2,1399,2009,188000,11800
10,1,1598,2012,44202,25500
10,1,1399,2009,167300,10900
10,1,1229,2012,164000,18900
10,1,1598,2011,124400,19900
10,1,1399,2011,148000,16800
10,0,1248,2012,254000,16500
10,1,1399,2012,81790,24900
10,1,1229,2012,49641,29500
10,1,1229,2012,101938,21900
10,2,1206,2011,114000,16000
10,1,1229,2011,84908,20000
10,2,1229,2009,189000,8950
10,2,1229,2012,158000,17900
10,2,1206,2011,74915,19900
10,2,1229,2012,111427,21800
10,1,1399,2009,155299,12500
10,1,1398,2012,148000,21790
10,1,1399,2011,70000,18700
10,1,1229,2012,169334,17500
10,1,1206,2010,72965,14700
10,1,1229,2012,97000,17900
10,2,1399,2009,188000,10990
10,1,1398,2012,103000,17900
10,0,1248,2012,191231,12500
10,2,1229,2011,164419,18000
10,2,1206,2011,211000,15800
10,1,1206,2011,135658,11900
10,1,1206,2010,153131,13000
10,1,1229,2011,123000,17900
10,1,1229,2012,46000,19900
10,1,1399,2009,127196,10490
10,1,1206,2009,155386,9400
10,1,1600,2012,88000,18950
10,1,1229,2012,178461,19500
10,1,1229,2013,102800,24900
10,1,1229,2012,113000,20900
10,0,1248,2012,136000,16900
10,1,1206,2008,114000,11900
10,1,1398,2012,65922,17900
10,1,1398,2013,139000,18900
10,1,1398,2012,168000,17900
10,1,1229,2013,82500,19500
10,1,1206,2009,159000,7900
10,1,1229,2013,165000,18500
10,1,1398,2012,149000,19900
10,2,1206,2009,174000,10900
10,1,1206,2011,56000,15000
10,1,1206,2011,101802,12500
10,1,1206,2009,212000,11900
10,1,1206,2008,126000,9900
10,1,1206,2011,178500,16999
10,1,1229,2012,130000,18000
10,1,1206,2011,73054,15000
10,1,1206,2010,149441,9000
10,1,1206,2008,135000,9900
10,1,1200,2009,120000,9500
10,1,1598,2012,99000,21900
10,1,1206,2011,172000,12500
10,2,1229,2012,147000,20800
10,1,1598,2012,99000,21900
10,1,1206,2009,96000,11800
10,1,1206,2009,89000,12500
10,2,1229,2008,145909,8900
10,1,1206,2010,84000,13900
10,2,1206,2011,127561,13500
10,1,1206,2008,150570,13900
10,1,1229,2012,86387,23000
10,1,1206,2009,95980,12900
10,1,1206,2009,115000,8990
10,1,1229,2012,140000,22500
10,1,1229,2012,112000,19900
10,1,1229,2012,177000,19900
10,1,1229,2011,117000,19700
10,1,1206,2012,170512,16900
10,1,1206,2009,184180,8900
10,1,1229,2012,219000,16900
10,1,1399,2010,149000,15500
10,1,1229,2011,101000,18800
10,1,1399,2007,136000,9900
10,1,1229,2011,160000,16900
10,1,1206,2009,145000,9800
10,1,1399,2009,167000,13900
10,2,1206,2009,173000,9900
10,2,1206,2010,167000,13900
10,1,1229,2012,90700,19700
10,1,1206,2008,87000,11300
10,1,1206,2010,110447,14000
10,1,1229,2012,149195,19500
10,1,1364,2013,234000,24400
10,1,1206,2009,155000,13990
10,1,1598,2012,140000,17900
10,1,1206,2011,119502,16900
10,1,1229,2013,79468,25000
10,1,1398,2011,78000,19990
10,1,1206,2008,136000,10500
10,1,1229,2013,179000,14700
10,1,1229,2011,216000,13900
10,1,1399,2012,107227,18000
10,1,1229,2012,106000,20900
10,1,1229,2012,20000,22900
10,1,1206,2011,129215,14900
10,1,1229,2011,148700,17500
10,1,1206,2010,140000,13900
10,1,1229,2011,170000,15999
10,1,1229,2012,143500,17299
10,1,1229,2013,112440,21900
10,1,1206,2009,100770,14900
10,1,1206,2009,100770,14900
10,1,1229,2011,68000,19900
10,2,1206,2011,161000,12900
10,1,1229,2011,99642,19900
10,1,1206,2011,181000,14900
10,1,1229,2013,39000,23900
10,1,1399,2007,220000,7300
10,1,1206,2011,90000,16400
10,1,1206,2010,135018,11500
10,1,1229,2011,155599,14900
10,1,1206,2010,150000,10900
10,1,1229,2012,139000,20900
10,1,1229,2013,120000,18999
10,1,1399,2011,155000,18900
10,1,1398,2011,178024,19500
10,1,1229,2012,136000,17000
10,2,1206,2011,120000,14900
10,0,1248,2013,137000,17500
10,1,1206,2008,76321,11500
10,1,1229,2012,102000,17900
10,1,1399,2011,136000,21500
10,1,1598,2012,85000,22800
10,1,1206,2009,230000,7999
10,1,1399,2011,130000,19400
10,1,1398,2008,133273,9500
10,1,1229,2012,91800,19900
10,2,1229,2012,156545,20500
10,1,1206,2011,58000,19900
10,1,1206,2011,93000,18600
10,1,1229,2011,69085,18700
10,1,1206,2011,99797,19900
10,1,1229,2012,120000,19900
10,1,1206,2011,144000,13800
10,1,1206,2011,133761,7900
10,1,1206,2009,132677,11000
10,1,1399,2011,161212,20999
10,1,1206,2010,92100,11500
10,1,1598,2012,159890,20900
10,1,1229,2014,126000,21999
10,1,1206,2008,127700,11499
10,1,1200,2008,170000,10900
10,1,1598,2012,93000,17900
10,1,1598,2011,151000,19700
10,1,1206,2010,182000,10900
10,0,1248,2012,183000,16900
10,1,1229,2013,100000,24900
10,1,1206,2009,89500,11000
10,1,1399,2010,145000,13900
10,1,1206,2010,200000,9900
10,0,1248,2012,120000,15900
10,1,1206,2010,118000,12500
10,2,1399,2012,174000,19900
10,2,1206,2010,180000,11500
10,0,1248,2012,154000,15900
10,1,1229,2012,110300,19300
10,1,1206,2009,200000,6400
10,1,1998,2016,25000,96900
10,1,1998,2016,99500,87500
10,1,1998,2016,79000,99900
10,1,1998,2019,33500,142700
10,1,1998,2017,97000,116999
10,1,1998,2019,32000,119500
10,1,1598,2012,100432,25400
10,0,1998,2012,137440,29999
10,2,1796,2010,142800,23500
10,2,1796,2013,170287,26900
10,1,1796,2011,151000,27900
10,0,1991,2009,208982,21900
10,1,1598,2013,74302,35500
10,1,1796,2011,130638,31300
10,0,1998,2013,190000,26900
10,1,1796,2012,154000,25900
10,2,1598,2011,119799,19500
10,0,1686,2012,137965,35500
10,1,1598,2012,115560,35500
10,1,1598,2010,115214,23900
10,1,1796,2010,254200,19999
10,1,1598,2011,140000,26900
10,1,1796,2011,114000,28900
10,1,1796,2011,103661,30400
10,0,1998,2013,188128,21900
10,0,1998,2012,165000,21700
10,1,1796,2012,140789,29499
10,0,1998,2013,192000,17800
10,1,1364,2012,89000,31999
10,0,1991,2010,199000,19500
10,1,1796,2013,205258,24700
10,0,1991,2010,205000,18900
10,0,1998,2013,170000,28900
10,1,1598,2012,142073,29000
10,0,1991,2010,169500,17400
10,0,1991,2010,212000,19999
10,1,1796,2010,110000,21900
10,1,1796,2010,212000,18000
10,1,1598,2012,170000,26900
10,1,1598,2012,142073,29000
10,1,1598,2009,156000,23500
10,1,1598,2013,170000,25800
10,1,1796,2012,55000,32900
10,1,1796,2010,137000,24800
10,2,1598,2011,108500,20000
10,1,1598,2012,98600,28900
10,1,1600,2012,141000,28900
10,0,1991,2010,163000,18900
10,0,2000,2011,192000,21900
10,2,1598,2011,153000,20900
10,1,1796,2009,153500,25000
10,1,1598,2010,149000,19900
10,1,1796,2010,239426,20000
10,1,1598,2010,66000,19600
10,1,1598,2009,193000,18900
10,2,1598,2010,123412,24999
10,2,1796,2012,183000,23900
10,1,1598,2013,81500,24600
10,1,1598,2011,137000,23500
10,1,1796,2012,137000,27900
10,1,1598,2009,154534,22900
10,1,1598,2012,91498,31999
10,1,1598,2011,123259,29900
10,1,1796,2011,92250,26900
10,1,1796,2013,154000,27900
10,1,1796,2010,133201,24900
10,2,1598,2010,144312,28000
10,0,1998,2012,108285,24000
10,0,1998,2012,146000,24900
10,1,1796,2013,16000,42000
10,1,1796,2012,132000,24500
10,0,1991,2010,180000,20999
10,1,1796,2012,120000,25900
10,1,1362,2012,106174,28900
10,0,1686,2012,149600,22900
10,1,1796,2013,163000,27700
10,1,1598,2012,126162,24900
10,1,1598,2012,79982,28900
10,0,1991,2010,210000,22900
10,0,1991,2010,146000,26900
10,1,1598,2012,211000,21600
10,0,1998,2012,214750,22400
10,1,1598,2009,140000,20900
10,2,1796,2012,85350,35000
10,2,1796,2010,142788,23900
10,1,1796,2010,161000,25600
10,2,1598,2010,215247,18900
10,2,1598,2010,99856,28000
10,0,1998,2014,201500,27000
10,0,1686,2014,222000,22700
10,1,1598,2012,110000,28000
10,0,1686,2012,115321,24000
10,1,1598,2009,201000,19900
10,1,1598,2009,100300,23900
10,2,1796,2012,226000,24000
10,1,1796,2009,229000,19900
10,1,1598,2010,100400,18900
10,1,1598,2011,181565,21900
10,1,1598,2011,90000,24900
10,0,1991,2010,209143,19999
10,0,1998,2012,89000,26900
10,1,1598,2011,195000,22900
10,0,1998,2012,189000,22900
10,1,1598,2011,181191,20500
10,1,1598,2010,194000,17990
10,1,1796,2011,124000,25900
10,0,1998,2012,184000,29900
10,1,1600,2011,105000,25900
10,1,1598,2009,168000,15800
10,1,1362,2014,170000,24600
10,1,1800,2013,119000,28900
10,0,1991,2011,203605,21900
10,1,1598,2011,167459,24900
10,1,1800,2012,140000,27950
10,2,1598,2012,155000,21000
10,1,1362,2013,148000,31900
10,2,1796,2011,182000,19500
10,1,1796,2012,138000,23999
10,1,1598,2013,140000,26990
10,1,1364,2013,167100,29900
10,2,1598,2011,250000,19000
10,0,1686,2012,192000,23900
10,0,1686,2012,185000,23900
10,1,1796,2010,161000,21900
10,0,1998,2012,227000,24500
10,1,1796,2012,74123,28900
10,0,1998,2013,127000,29000
10,0,1998,2012,128000,26900
10,1,1796,2013,160000,30900
10,1,1796,2010,138000,21900
10,1,1362,2012,139000,24500
10,0,1991,2010,235500,18900
10,0,1998,2012,131000,25000
10,1,1598,2011,190000,22900
10,1,1796,2012,160000,29900
10,0,1686,2012,228000,22900
10,1,1598,2012,183000,24900
10,1,1598,2009,196300,18900
10,1,1598,2013,95000,28800
10,1,1796,2012,109000,24900
10,1,1796,2012,192996,25900
10,0,1998,2013,118071,30000
10,1,1598,2012,126000,22999
10,1,1796,2014,52457,33900
10,1,1598,2009,93907,21900
10,1,1796,2010,112000,28900
10,0,2000,2011,208000,19990
10,1,1796,2012,214000,24900
10,0,1998,2014,35000,33900
10,1,1598,2013,100600,29900
10,1,1796,2013,161852,27900
10,0,1998,2013,187000,27500
10,0,1998,2013,181000,27900
10,1,1796,2012,129000,26900
10,0,1686,2012,187000,17900
10,1,1796,2009,241000,22900
10,0,1991,2010,165000,19600
10,1,1796,2012,98353,29900
10,0,1991,2010,163000,24800
10,1,1796,2012,134411,27800
10,0,1686,2013,240000,21900
10,1,1598,2012,147000,25900
10,1,1796,2012,95963,28900
10,0,1686,2012,240000,22900
10,0,1998,2011,230000,21900
10,2,1796,2012,240000,19500
10,2,1598,2010,85268,24900
10,0,1991,2010,157000,20900
10,1,1598,2010,151437,20800
10,1,1796,2012,80000,29900
10,1,1598,2013,144000,28990
10,1,1598,2011,110400,22990
10,1,1796,2012,125750,27999
10,1,1598,2010,158035,21499
10,0,1686,2013,221500,24800
10,0,1991,2010,214500,19700
10,2,1796,2011,159590,25999
10,1,1796,2011,116000,23900
10,0,1686,2013,171000,21900
10,0,1998,2013,118000,32000
10,1,1598,2012,122900,24999
10,0,1998,2012,159000,26800
10,1,1796,2011,144954,24900
10,2,1364,2013,189000,24900
10,1,1598,2010,120000,20500
10,1,1598,2012,128000,28900
10,1,1796,2011,154700,27900
10,1,1598,2012,139230,25990
10,1,1800,2012,114000,26900
10,1,1796,2013,70000,32900
10,1,1796,2013,78000,35900
10,0,1991,2009,245000,14000
10,1,1796,2009,226000,19900
10,1,1598,2012,158255,24900
10,1,1598,2010,131716,25400
10,1,1598,2011,210000,19990
10,0,1998,2013,179599,21900
10,1,1598,2011,140000,25900
10,0,1998,2013,249731,24999
10,0,1991,2010,199000,19999
10,1,1598,2013,144000,28300
10,0,1686,2013,159211,27500
10,2,1598,2012,194000,22500
10,1,1598,2010,145122,21900
10,1,1362,2013,145000,28900
10,0,1991,2013,167500,29900
10,1,1598,2012,161000,23900
10,1,1364,2012,106736,28300
10,0,1998,2012,184777,24700
10,0,1998,2011,209000,22900
10,1,1598,2009,189200,19900
10,1,1598,2010,199000,21900
10,0,1686,2013,166000,22900
10,0,1998,2013,223500,25700
10,0,1991,2010,192000,18900
10,2,1598,2011,112108,24900
10,1,1796,2011,180000,24999
10,2,1796,2011,161000,22900
10,1,1796,2012,133080,28900
10,0,1991,2009,149127,16900
10,1,1796,2012,103500,22900
10,1,1796,2009,145227,25900
10,0,1998,2011,245000,21900
10,1,1796,2012,145000,26900
10,2,1796,2014,192000,28500
10,0,1991,2010,215000,19800
10,1,1796,2010,140000,21900
10,0,1991,2013,120000,31900
10,1,1598,2013,110000,28900
10,2,1796,2013,138051,28000
10,0,1991,2010,199000,22400
10,0,1998,2012,100898,23999
10,1,1598,2011,152000,26000
10,1,1598,2011,114000,26900
10,1,1598,2011,60000,18900
10,0,1686,2013,152688,29500
10,0,1998,2012,252570,17990
10,0,1998,2013,164624,23000
10,2,1796,2012,160000,22500
10,1,1796,2012,142218,24900
10,1,1598,2011,166518,13500
10,1,1598,2009,153556,19999
10,0,1998,2012,180000,21900
10,1,1796,2013,207000,29900
10,1,1598,2012,144000,25700
10,1,1598,2011,146000,22900
10,0,1991,2010,153000,19900
10,1,1598,2009,163000,22900
10,2,1598,2009,148000,20000
10,1,1796,2010,220000,19900
10,0,1991,2010,220000,20900
10,2,1796,2013,116000,28900
10,1,1598,2010,118000,21900
10,2,1796,2013,136000,26500
10,0,1998,2013,126000,25900
10,0,1998,2013,87148,36900
10,1,1362,2013,112500,33500
10,1,1796,2012,143000,29500
10,1,1362,2013,120000,28900
10,0,1998,2011,171000,25500
10,0,1998,2012,85000,35900
10,2,1796,2010,196010,28500
10,0,2000,2012,141000,30800
10,1,1796,2011,207000,27900
10,0,1998,2011,250000,20500
10,0,1998,2012,232000,29900
10,0,1998,2011,206315,25900
10,0,1998,2013,122318,33000
10,1,1796,2011,130641,27900
10,1,1796,2012,148000,29900
10,0,1998,2012,177000,25900
10,1,1796,2011,156000,24999
10,1,1796,2011,124133,28900
10,0,2000,2011,97000,32900
10,1,1796,2011,205000,34900
10,0,1998,2012,103900,38900
10,0,1998,2011,194000,26666
10,0,1998,2011,117000,28900
10,1,1796,2012,154000,28900
10,0,1998,2011,220000,24900
10,0,1998,2012,97749,27900
10,0,1998,2011,223000,20999
10,1,1796,2011,182000,31900
10,1,1796,2011,150000,28500
10,1,1796,2012,191125,26800
10,1,1796,2012,123000,29900
10,0,1998,2012,229000,23900
10,0,1998,2012,172645,32000
10,2,1796,2011,150331,30000
10,0,1998,2012,145000,33200
10,0,1998,2013,222000,29600
10,2,1796,2013,247000,29900
10,0,1998,2012,237000,31500
10,1,1796,2011,230000,29900
10,0,1998,2011,189000,24900
10,0,1998,2012,184000,28999
10,0,1998,2013,102000,31900
10,0,1998,2011,234118,25999
10,2,1796,2011,189324,28000
10,0,1998,2011,185123,28800
10,0,1998,2011,203786,24000
10,1,1796,2011,224000,27850
10,2,1796,2011,193900,27900
10,1,1796,2011,160000,29999
10,0,1998,2012,103000,30900
10,1,1796,2011,107000,31900
10,2,1796,2013,252000,34440
10,1,1796,2011,123000,35700
10,0,1998,2012,200000,24900
10,2,1796,2012,177000,33900
10,0,1998,2012,187000,27500
10,0,1998,2013,217000,29800
10,1,1796,2011,125200,27990
10,0,1998,2011,225000,24000
10,1,1796,2011,133000,28900
10,1,1796,2012,190000,34900
10,2,1796,2011,200000,29900
11,0,1560,2018,38000,46800
11,0,1560,2016,124941,47900
11,0,1560,2017,180000,46740
11,0,1560,2014,142350,36900
11,1,1600,2012,203000,27700
11,1,1598,2012,127000,29500
11,0,1560,2013,196820,29999
11,0,1560,2009,180000,22900
11,0,1560,2015,54000,53900
11,0,1560,2015,175000,42900
11,1,1360,2007,179301,12750
11,2,1587,2009,176600,24850
11,1,1598,2011,109830,20500
11,1,1587,2010,184000,24900
11,1,1587,2008,202826,18900
