mark,fuel,vol_engine,year,mileage,price
0,1,1796,2009,233000,24500
0,0,1956,2015,117000,52800
0,1,1796,2011,127000,34990
0,1,1998,2010,178565,29900
0,0,1956,2010,173909,23900
0,0,1956,2013,205000,24500
0,0,1956,2015,200000,38900
0,0,1956,2013,198803,27900
0,1,1998,2014,138700,55900
0,0,1956,2012,220000,27600
0,0,1956,2015,192000,41999
0,0,1956,2010,190030,25900
0,1,1364,2014,130000,43900
0,0,1956,2011,179000,24900
0,0,1956,2009,201000,16500
0,0,1956,2015,199000,39999
0,0,1956,2015,250000,36999
0,1,1598,2010,167856,27600
0,0,1956,2011,250720,34900
0,0,1956,2010,234521,21700
0,1,1798,2011,185000,34999
0,1,1998,2010,153172,34900
0,0,1956,2016,159000,48900
0,0,1956,2016,206700,42900
0,0,1956,2013,177618,48000
0,1,1998,2011,148915,37000
0,1,1364,2013,148758,34000
0,1,1598,2012,132000,38900
0,0,1956,2014,153229,39000
0,0,1956,2014,206283,40000
0,2,1798,2010,239000,26500
0,1,1798,2016,133000,53500
0,0,1956,2010,229000,22900
0,1,1998,2009,160700,29900
0,0,1956,2013,215000,31900
0,0,1956,2013,173000,35400
0,0,1956,2009,247540,21900
0,0,1956,2014,175000,41900
0,0,1956,2017,114255,62900
0,1,1796,2009,106125,25000
0,1,1998,2009,160000,33900
0,0,1956,2015,239404,41300
0,0,1956,2011,251280,22000
0,0,1956,2009,208000,27900
0,0,1956,2009,215236,23900
0,0,1956,2015,209000,48900
0,0,1956,2015,97200,41900
0,0,1956,2011,191970,29290
0,1,1998,2012,83000,36900
0,0,1956,2014,217000,36900
0,0,1956,2015,187500,49999
0,0,1956,2016,124555,51800
0,0,1956,2012,193000,28990
0,0,1956,2013,207600,42999
0,1,1798,2010,175000,28900
0,1,1998,2010,229000,35500
0,0,1598,2016,208000,34900
0,0,1956,2012,154000,27900
0,0,1956,2009,93000,32000
0,0,1956,2010,208000,20900
0,0,1956,2011,217500,31999
0,0,1956,2009,217400,20900
0,0,1956,2013,237000,29900
0,0,1956,2010,180000,21999
0,0,1956,2014,148099,51900
0,0,1956,2009,216500,24999
0,1,1998,2009,208500,29900
0,1,1798,2010,178600,28600
0,1,2000,2009,189000,26900
0,0,1956,2013,155800,29900
0,1,1598,2014,174000,45900
0,0,1956,2014,194356,44900
0,0,1956,2014,124350,40900
0,1,1998,2013,110000,49900
0,1,1796,2010,143642,28700
0,0,1598,2017,149000,44900
0,0,1956,2012,223500,30999
0,1,1598,2011,220000,27500
0,0,1956,2013,195000,24598
0,1,1598,2014,169000,45800
0,0,1956,2012,179500,28000
0,0,1598,2016,120600,41900
0,0,1956,2014,250000,34900
0,1,1598,2014,107629,47900
0,0,1956,2014,214981,42500
0,0,1956,2009,192000,22999
0,0,1956,2015,191000,43900
0,0,1956,2014,167000,45900
0,0,1956,2014,149000,47900
0,0,1956,2013,228015,33900
0,0,1956,2011,155000,29500
0,0,1956,2013,250000,12700
0,0,1956,2012,239000,36500
0,1,1364,2011,236888,32900
0,0,1956,2011,224000,23900
0,0,1998,2014,165841,49900
0,0,1956,2012,230330,24800
0,0,1956,2010,182540,26900
0,1,1998,2009,116300,27900
0,0,1956,2009,246000,21500
0,0,1956,2012,115000,42900
0,0,1956,2010,160000,29900
0,0,1956,2011,198865,21900
0,0,1956,2011,234000,31900
0,0,1956,2009,210000,13300
0,1,1398,2013,198000,28900
0,0,1956,2011,174825,27999
0,0,1956,2012,175124,28980
0,0,1956,2015,119848,47900
0,1,1598,2008,181000,25900
0,0,1956,2011,148000,32000
0,0,1956,2015,116369,51900
0,0,1956,2010,184117,23900
0,1,1998,2011,187400,33900
0,2,1598,2011,197000,29500
0,0,1956,2009,176500,18900
0,1,1796,2009,233000,19999
0,0,1956,2016,80859,61900
0,1,1364,2011,210000,33900
0,0,1956,2013,195000,38000
0,1,1598,2011,176000,29500
0,0,1956,2015,252621,39900
0,1,1796,2010,207774,27990
0,0,1956,2015,165000,44999
0,0,1956,2011,208000,25400
0,0,1956,2016,107382,58500
0,2,1998,2010,202000,36900
0,1,1364,2015,130000,49900
0,2,1364,2014,122000,39900
0,1,1796,2008,164000,27900
0,0,1956,2009,140000,29500
0,0,1598,2016,196953,39800
0,0,1956,2016,163000,50000
0,1,1598,2009,161214,25900
0,1,1364,2014,151100,42901
0,0,1956,2014,164484,52000
0,0,1956,2013,249522,27900
0,1,1998,2011,177000,32900
0,1,1398,2012,240000,25900
0,1,1796,2009,186000,29900
0,0,1956,2013,165000,36500
0,0,1956,2014,161957,38000
0,1,1998,2011,192636,29500
0,1,1796,2009,198900,26900
0,0,1956,2014,197000,36900
0,0,1956,2010,230000,23900
0,0,1956,2016,228000,42900
0,0,1995,2014,249000,33900
0,0,2000,2009,218000,21800
0,1,1796,2008,231000,21900
0,0,1956,2015,240000,46900
0,2,1364,2014,125000,44900
0,0,1956,2009,212482,22700
0,1,1998,2011,207560,29999
0,1,1998,2010,210300,31900
0,0,1956,2012,203000,33900
0,0,1956,2014,129000,37900
0,1,1364,2015,184638,39900
0,0,1956,2010,193698,22999
0,1,1796,2009,220000,22300
0,0,1598,2016,200000,32900
0,1,1796,2009,152034,29900
0,0,1956,2009,245954,23900
0,1,1998,2013,92891,44000
0,0,1956,2009,94820,34500
0,0,1956,2010,164431,34000
0,0,1956,2013,163602,36000
0,0,1956,2013,181313,31700
0,0,1956,2014,185000,39900
0,0,1956,2016,76034,62000
0,2,1796,2010,194714,32000
0,0,1956,2010,233016,27000
0,1,1998,2015,134870,53001
0,0,1958,2009,150000,25999
0,0,1956,2009,191499,23800
0,0,1956,2014,197300,51800
0,0,1956,2012,214450,28000
0,1,1598,2017,105963,48000
0,1,1364,2011,184200,31000
0,0,1956,2012,234000,22999
0,1,1998,2011,208000,35900
0,1,1796,2009,174000,27900
0,0,1956,2010,243550,30500
0,0,1956,2011,201000,25900
0,0,1956,2012,204000,27900
0,0,1956,2014,193000,37900
0,0,1956,2016,184000,43600
0,0,1956,2015,180000,41899
0,0,1598,2015,139000,38900
0,0,1956,2015,204000,42900
0,0,1956,2015,240000,34900
0,0,1956,2009,235000,19900
0,0,1956,2009,201000,23900
0,2,1796,2010,194146,31900
0,0,1956,2009,204000,22900
0,0,1956,2016,133000,47990
0,1,1998,2009,145100,29999
0,0,1956,2011,245000,21900
0,1,1598,2009,133243,31900
0,0,1956,2015,230000,34700
0,0,1956,2011,186300,23800
0,0,1956,2015,130000,42900
0,0,1956,2012,200892,34900
0,1,1998,2009,198000,29900
0,1,1998,2010,132000,32900
0,0,1953,2015,167300,43900
0,0,1956,2010,234197,22800
0,0,1956,2014,215200,46990
0,1,1598,2009,203000,25900
0,0,1956,2009,241200,23900
0,0,1956,2015,153100,49900
0,0,1956,2010,170451,23900
0,0,2000,2014,227000,33900
0,0,1956,2015,225000,39600
0,0,1956,2013,196000,34900
0,0,1956,2012,178321,30200
0,0,1956,2011,133500,30500
0,0,1956,2013,235000,30900
0,0,1956,2009,208000,20000
0,0,1956,2014,239000,32400
0,0,2000,2013,157400,39900
0,0,1956,2011,132000,37800
0,0,1956,2011,218000,28950
0,0,1956,2012,202000,32900
0,0,1956,2013,213000,31900
0,0,1956,2010,220000,27000
0,1,1364,2012,144125,35900
0,0,1956,2013,208000,44900
0,0,1956,2014,207052,41500
0,0,1956,2014,245000,39700
0,1,1998,2009,217000,28900
0,1,1796,2009,152000,25999
0,0,1956,2010,245000,24900
0,0,1956,2015,139030,55000
0,0,1956,2013,124013,39000
0,0,1956,2013,155742,32900
0,0,1956,2010,223000,25900
0,1,1796,2010,195000,25990
0,1,1600,2017,38237,76000
0,0,1956,2011,246000,20900
0,1,1998,2014,113200,54900
0,1,1998,2013,237000,34900
0,0,1956,2014,221200,34900
0,0,1956,2016,163180,44500
0,0,1956,2013,218000,36900
0,1,1598,2009,135000,28900
0,0,1956,2011,181000,24900
0,0,1956,2014,207000,38900
0,1,1798,2009,93000,30499
0,0,1956,2011,191000,26999
0,0,1956,2015,189000,43900
0,0,1598,2016,207000,38600
0,0,1956,2010,254000,21900
0,0,1956,2010,228000,21500
0,0,1956,2014,211100,48500
0,1,1796,2010,180000,31900
0,0,1956,2013,245000,29900
0,0,1956,2012,189745,32777
0,0,1956,2014,188000,44900
0,1,1598,2010,200000,32900
0,0,1956,2015,232300,37900
0,0,1956,2010,230000,23900
0,0,1956,2010,175000,29900
0,0,1956,2015,171000,49000
0,0,1956,2010,252411,24900
0,0,1956,2014,149000,39900
0,1,1600,2009,164900,28900
0,0,1956,2009,190000,24900
0,0,1956,2009,239850,21400
0,0,2000,2009,241000,22999
0,0,1956,2014,145800,38700
0,0,1598,2016,127900,57900
0,0,1956,2014,170000,39500
0,0,1956,2014,155000,39900
0,0,1956,2010,224000,21500
0,0,1956,2013,121000,37600
0,0,1956,2011,225000,22900
0,1,1598,2010,163000,29900
0,0,1956,2012,161500,28000
0,0,1956,2017,119000,55300
0,1,1998,2010,180000,25750
0,1,1998,2009,220504,30900
0,0,1956,2011,191252,27999
0,0,1956,2009,252000,23000
0,0,1956,2015,186500,37900
0,0,1956,2011,186933,30900
0,1,1796,2009,123348,29000
0,2,1796,2009,196529,28000
0,1,1598,2015,92000,49900
0,0,1956,2014,232132,35999
0,0,1956,2016,154212,54900
0,0,1956,2010,220000,25900
0,2,1798,2009,172700,26999
0,0,1956,2013,240000,29900
0,1,1600,2015,120000,49900
0,1,1598,2009,182000,27900
0,1,1796,2010,205000,23900
0,1,1598,2016,185000,54120
0,1,1998,2009,168000,31900
0,0,1956,2008,219901,27900
0,1,1364,2012,240000,27999
0,0,1956,2012,186588,28600
0,0,1598,2016,176700,44900
0,1,1796,2010,178000,29900
0,0,1956,2009,240000,20000
0,0,1956,2011,111900,30990
0,0,1956,2014,205000,39900
0,0,1956,2017,236868,32800
0,0,1956,2014,191000,41500
0,0,1956,2013,199000,39900
0,0,1956,2014,186000,39900
0,1,1796,2009,131000,26700
0,0,1598,2015,221602,34900
0,0,1956,2011,197000,31900
0,1,1998,2009,181891,32400
0,0,1956,2014,208700,42500
0,0,1956,2014,150000,49900
0,1,1598,2009,173000,22900
0,1,1798,2010,189000,27900
0,0,1956,2014,84000,59900
0,0,1956,2010,247881,24000
0,0,1956,2011,182512,29000
0,0,1598,2016,200000,38900
0,1,1598,2009,110730,31000
0,0,1956,2010,194032,32000
0,2,1364,2014,221067,35500
0,1,1796,2009,147000,30900
0,0,1956,2017,129000,49900
0,0,1956,2008,155000,23500
0,0,1956,2014,168000,45500
0,0,1956,2010,195000,26900
0,1,1796,2010,195908,31000
0,1,1796,2009,202000,22900
0,1,1998,2011,126844,32900
0,1,1796,2010,178400,31400
0,0,1956,2015,190000,40900
0,1,1796,2011,171000,32900
0,0,1956,2010,168134,28300
0,0,1956,2010,244319,28700
0,0,1956,2016,117000,56900
0,0,1956,2009,197200,22500
0,0,1956,2010,245000,23900
0,1,1598,2009,124221,28900
0,0,1956,2010,200000,29900
0,0,1956,2016,195000,47500
0,0,1956,2011,253900,32000
0,0,1956,2010,252000,22000
0,0,1956,2015,201612,42000
0,0,1956,2014,174000,39900
0,1,1400,2013,192421,29900
0,1,1598,2009,160000,29999
0,0,1956,2009,221700,24450
0,1,1998,2010,148722,35950
0,0,1956,2014,197749,39237
0,0,1956,2011,187000,33900
0,0,1956,2010,180000,28000
0,0,1956,2012,116000,35900
0,0,1598,2016,119000,45900
0,0,1998,2013,220000,31999
0,0,1956,2009,229000,19500
0,1,1796,2011,176000,24900
0,1,1796,2017,87675,52600
0,1,1364,2017,84000,54900
0,0,1956,2016,158000,64900
0,0,1956,2010,217000,23500
0,0,1956,2009,222740,19900
0,0,1956,2014,112600,51900
0,0,1956,2011,179549,26000
0,1,1364,2011,120225,54000
0,1,1798,2009,220000,25900
0,0,1956,2012,208000,29900
0,1,1796,2009,209123,27400
0,0,1956,2009,199000,16999
0,1,1796,2010,166000,28900
0,0,1956,2016,172000,64900
0,0,1598,2016,184876,39700
0,1,1598,2012,212400,35900
0,1,1598,2010,155226,29900
0,0,1956,2014,153460,46900
0,0,1956,2009,213400,21900
0,0,1956,2009,152000,33900
0,0,1956,2014,203000,34900
0,0,1956,2014,198518,43900
0,0,1956,2009,204900,23900
0,0,1956,2013,132000,42900
0,0,1956,2011,185000,21900
0,1,1796,2009,130000,28990
0,0,1956,2011,204394,23900
0,0,1956,2012,195093,24900
0,0,1956,2012,222800,27900
0,0,1956,2015,215000,39900
0,1,1998,2009,189431,29400
0,0,1956,2010,151389,25600
0,0,1956,2010,223121,25600
0,1,1998,2009,180000,29900
0,0,1956,2010,234000,28900
0,0,1956,2014,144620,45800
0,0,1956,2012,214000,26500
0,0,1956,2015,223111,44900
0,1,1796,2008,165609,27800
0,0,1956,2017,205307,41800
0,1,1598,2010,253000,31900
0,0,1956,2011,197000,29900
0,0,1956,2014,250000,39900
0,1,1998,2010,81000,34900
0,0,1956,2014,210508,41500
0,1,1598,2013,73000,42000
0,1,1798,2008,169895,25900
0,0,1956,2017,95676,56900
0,0,1956,2015,172000,44900
0,0,1956,2009,232000,26900
0,0,1956,2012,228000,34900
0,0,1956,2009,231009,26500
0,0,1956,2011,201000,34900
0,1,1998,2009,89684,36000
0,1,1598,2011,187634,25000
0,0,1956,2011,200000,25800
0,2,1796,2008,215359,30000
0,0,1956,2015,185000,38000
0,0,1956,2013,134147,37000
0,2,1598,2012,108000,42900
0,0,1956,2009,161000,26999
0,0,1956,2010,164431,34000
0,2,1796,2009,151859,28000
0,1,1598,2011,197670,26500
0,0,1956,2009,195000,22900
0,0,1956,2009,248221,22700
0,0,1956,2016,136667,49001
0,0,1956,2011,188000,31900
0,1,1998,2015,103592,59000
0,1,1364,2013,136000,36999
0,1,1796,2010,172000,25000
0,0,1956,2009,224536,24357
0,0,1956,2013,199000,33400
0,1,1998,2009,155885,30000
0,0,1956,2010,171664,27999
0,1,1598,2009,209354,23900
0,0,1956,2014,209800,37900
0,1,1998,2009,164000,29900
0,1,1598,2014,84047,55800
0,1,1598,2009,208000,25900
0,0,1956,2015,82425,50000
0,0,1956,2014,209800,37900
0,1,1998,2009,164000,29900
0,1,1598,2014,84047,55800
0,1,1598,2009,208000,25900
0,0,1956,2015,82425,50000
0,0,1956,2013,201372,39000
0,0,1956,2014,190000,38800
0,0,1956,2009,200000,29900
0,1,1998,2009,200000,28999
0,0,1956,2017,112555,84900
0,1,1998,2013,129700,49900
0,1,1364,2016,106696,49000
0,0,1956,2015,206000,43900
0,0,1956,2015,154000,42000
0,0,1956,2009,199000,20900
0,1,1796,2010,79535,38500
0,0,1956,2010,249000,19900
0,1,1598,2009,226379,21000
0,1,1998,2009,120000,31900
0,0,1598,2016,179500,44900
0,1,1598,2016,170000,57900
0,0,1956,2011,193000,32998
0,0,1956,2009,169780,22900
0,0,2000,2010,225000,23900
0,0,1956,2011,188000,31900
0,0,1956,2015,186000,44900
0,1,1398,2012,149000,31900
0,1,1998,2015,116828,57900
0,1,1598,2009,138000,29900
0,0,1956,2010,93000,31000
0,0,1956,2013,177618,48000
0,0,1598,2015,193000,41900
0,1,1998,2011,148915,37000
0,0,1956,2011,199521,24700
0,0,1956,2013,200000,32800
0,1,1598,2010,149000,25900
0,0,1956,2016,89803,53000
0,0,1956,2015,215000,39900
0,1,1796,2009,185000,18500
0,0,1956,2014,130608,47000
0,0,1956,2015,227855,44950
0,0,1956,2015,108000,38900
0,1,1796,2009,155000,25900
0,1,1800,2009,175000,25900
0,0,1956,2016,141000,48900
0,0,1956,2012,120000,34900
0,0,1956,2016,233000,55900
0,0,1956,2013,160900,34500
0,0,1956,2012,193000,27500
0,0,1956,2011,246100,23900
0,0,1956,2010,238000,23900
0,1,1796,2009,217000,27900
0,0,1956,2016,206800,52900
0,0,1956,2015,225000,46900
0,0,1956,2010,246000,29900
0,1,1796,2009,151000,26500
0,0,1956,2015,155000,45000
0,0,1956,2012,219193,35555
0,0,1956,2016,208000,44800
0,0,1956,2012,171269,32900
0,0,1956,2010,246900,24000
0,0,1956,2014,170000,44700
0,0,1956,2010,207218,22700
0,1,1598,2012,76000,35500
0,0,1956,2013,211608,44900
0,1,1998,2013,78890,46500
0,0,1956,2008,248234,24500
0,0,1956,2013,171000,27999
0,0,1956,2010,186164,30900
0,1,1998,2009,220000,29900
0,0,1956,2016,106000,46900
0,0,1956,2010,239000,21900
0,0,1956,2009,177000,26900
0,0,1956,2011,219000,28600
0,0,1956,2011,189000,22900
0,0,1956,2015,163923,46002
0,0,2000,2016,199000,39900
0,0,1956,2010,194000,22700
0,0,1956,2009,163000,25900
0,0,1956,2015,201009,39500
0,0,1956,2016,141000,58000
0,0,1956,2013,79000,39000
0,0,1956,2014,110000,41900
0,0,1956,2015,165698,44900
0,0,1956,2015,148450,45700
0,0,1956,2011,191000,34900
0,0,1956,2015,72145,48001
0,0,1956,2013,221000,28950
0,0,1956,2009,174000,20000
0,1,1364,2011,93000,37900
0,0,1956,2014,252000,38900
0,0,1956,2010,209000,24900
0,0,1956,2009,190000,26800
0,1,1998,2013,111759,47900
0,2,1598,2009,240000,24990
0,0,1956,2010,246000,22900
0,0,1956,2013,185000,39052
0,0,1956,2011,197970,27456
0,0,1956,2012,227000,30900
0,0,1956,2012,210000,27699
0,0,1956,2014,178912,39500
0,2,1364,2014,220000,42222
0,0,1956,2011,251000,25900
0,1,1796,2009,176000,24000
0,0,1956,2015,180000,36900
0,0,1956,2014,185000,43900
0,0,1956,2010,214000,25900
0,0,1956,2011,197000,27900
0,0,1956,2013,182392,45900
0,0,1956,2015,97400,49900
0,0,1598,2016,98000,44900
0,1,1998,2012,234000,31900
0,0,1956,2014,90000,44000
0,0,1956,2012,198000,29900
0,0,1956,2015,217677,43800
0,0,1956,2017,215762,48900
0,0,1956,2011,182300,25900
0,1,1598,2009,210000,22500
0,0,1956,2012,159000,29900
0,0,1956,2015,158000,39500
0,1,1998,2010,132000,32900
0,0,1956,2012,185788,32900
0,0,1956,2014,251322,29999
0,0,1956,2015,107135,48025
0,0,1956,2014,200000,39900
0,1,1364,2011,183000,31900
0,0,1956,2011,223000,25900
0,1,1364,2011,187421,28700
0,0,1956,2016,184200,46800
0,0,1956,2014,202000,38800
0,0,1598,2016,128452,47900
0,1,1998,2009,190000,27900
0,0,1956,2010,179000,26900
0,0,1956,2016,108000,47000
0,0,1956,2015,162000,43999
0,0,1598,2016,66000,43000
0,1,1598,2009,149021,25900
0,0,1956,2009,213000,24900
0,0,1956,2013,189700,33900
0,1,1998,2009,189000,25500
0,0,1956,2015,152000,47900
0,0,1956,2013,119000,36500
0,0,1956,2011,246898,29787
0,0,1956,2014,120000,43000
0,0,1956,2014,242000,34999
0,1,1796,2009,141000,30555
0,0,1956,2015,182300,42000
0,1,1998,2011,195200,39900
0,1,1798,2009,175000,24999
0,1,1798,2009,60108,28500
0,1,1798,2009,181000,22000
0,0,1956,2009,188639,21800
0,0,1956,2014,89000,43900
0,0,1956,2017,135625,57900
0,0,1956,2014,202000,42900
0,0,1956,2017,118400,59900
0,1,1998,2008,171000,27990
0,0,1956,2010,199000,21300
0,0,1998,2012,234000,24990
0,0,1956,2012,155000,32000
0,0,1956,2015,227000,39900
0,0,1956,2010,162000,24900
0,0,1956,2010,178000,24900
0,1,1364,2016,15200,67900
0,0,1956,2011,195665,25900
0,0,1956,2015,190000,40900
0,0,1956,2010,236239,29900
0,0,1956,2011,230118,23900
0,0,1956,2009,194832,26900
0,0,1956,2013,230000,28000
0,0,1956,2010,253000,24500
0,1,1796,2009,122046,28900
0,1,1800,2010,210000,24900
0,0,1956,2012,166000,34900
0,0,1956,2011,252200,24000
0,1,1998,2009,240000,24900
0,0,1956,2011,157801,39950
0,0,1956,2011,229000,24800
0,0,1956,2015,223000,44900
0,0,1956,2012,203546,26999
0,0,1956,2009,228000,25900
0,0,1598,2016,180000,34900
0,1,1598,2016,92500,49900
0,0,1956,2014,159000,39900
0,0,1956,2013,226000,36500
0,0,1598,2015,96000,43900
0,0,1598,2016,198000,34999
0,0,1956,2015,226932,47847
0,1,1796,2009,177000,24900
0,0,1956,2014,196000,37500
0,0,1956,2010,248300,25800
0,0,1956,2009,245000,20920
0,2,1798,2008,127555,28800
0,0,1956,2009,200497,24900
0,0,1956,2011,221000,23900
0,1,1998,2016,173000,51500
0,0,1598,2016,87000,54900
0,0,1956,2014,187720,35900
0,0,1956,2010,221600,24500
0,0,1598,2016,178000,44900
0,0,1956,2011,217200,24900
0,0,1956,2009,247000,17700
0,0,1956,2010,142000,26000
0,0,1956,2015,222000,43911
0,0,1956,2009,221381,26900
0,0,1956,2012,207500,26900
0,0,1956,2013,220000,32900
0,0,1598,2016,211000,39900
0,1,1598,2010,161000,35900
0,1,1798,2009,110000,27900
0,0,1956,2012,192010,27900
0,1,1796,2009,254100,27900
0,1,1998,2009,125000,27900
0,0,1956,2015,171000,49900
0,1,1998,2015,33700,63900
0,0,1956,2009,166500,28900
0,0,1956,2015,142000,37700
0,0,1956,2010,232160,24999
0,1,1798,2009,182000,27900
0,1,1364,2014,120000,46800
0,0,1956,2010,189000,27999
0,0,1956,2009,211000,17700
0,1,1364,2012,156000,25400
0,1,1998,2009,128000,32900
0,1,1998,2009,203000,29900
0,1,1998,2009,198000,31900
0,1,1998,2009,224632,22900
0,0,1956,2011,188000,25500
0,0,1956,2012,236000,30500
0,0,1956,2008,182000,27900
0,1,1598,2010,182359,24500
0,0,1956,2012,198521,22500
0,1,1796,2009,109000,26300
0,0,1956,2014,160000,36900
0,1,1796,2010,205000,23900
0,0,1598,2016,167000,39999
0,1,1600,2012,222000,32900
0,0,1956,2014,150000,40900
0,1,1998,2011,224813,28900
0,1,1398,2011,203000,25900
0,0,1956,2013,202000,25800
0,0,1956,2013,158000,35900
0,0,1956,2014,162857,39990
0,1,1796,2009,180000,24999
0,0,1956,2013,198706,9200
0,0,1956,2010,226500,29000
0,1,1998,2011,160000,28000
0,0,2000,2015,198909,37999
0,0,1956,2016,131500,60900
0,0,1956,2010,229000,26500
0,1,1398,2011,188741,27900
0,0,1956,2009,197000,27500
0,1,1598,2009,159000,26000
0,0,1956,2013,172600,37900
0,1,1796,2011,153800,33900
0,0,1956,2016,138000,48900
0,0,1956,2014,225300,29900
0,1,2000,2008,129000,29999
0,0,1956,2017,219000,49900
0,1,1798,2009,194000,31900
0,0,1956,2012,182100,30900
0,1,1364,2016,97200,52900
0,0,1956,2011,174500,26000
0,0,1956,2011,120000,24500
0,0,1956,2011,183750,25900
0,0,1956,2015,220000,43900
0,1,1998,2008,136000,23900
0,1,1598,2016,54000,67800
0,0,1956,2010,163000,28700
0,0,1956,2015,191000,37900
0,0,1598,2016,65000,48500
0,1,1598,2017,60000,64500
0,1,1796,2016,89780,60900
0,1,1998,2010,199000,30900
0,0,1956,2011,131600,36000
0,0,1956,2012,230000,26900
0,0,1956,2010,204000,26500
0,0,1956,2014,227590,32900
0,0,1956,2013,170000,36500
0,0,1956,2009,172845,25500
0,0,1956,2015,195000,41800
0,1,1798,2011,127000,33900
0,1,1598,2009,91500,20000
0,0,1956,2010,199000,21999
0,0,1956,2016,138000,48900
0,0,1956,2014,225300,29900
0,1,2000,2008,129000,29999
0,0,1956,2017,219000,49900
0,1,1798,2009,194000,31900
0,0,1956,2012,182100,30900
0,1,1364,2016,97200,52900
0,0,1956,2011,174500,26000
0,0,1956,2011,120000,24500
0,0,1956,2011,183750,25900
0,0,1956,2015,220000,43900
0,1,1998,2008,136000,23900
0,1,1598,2016,54000,67800
0,0,1956,2010,163000,28700
0,0,1956,2015,191000,37900
0,0,1598,2016,65000,48500
0,1,1598,2017,60000,64500
0,1,1796,2016,89780,60900
0,1,1998,2010,199000,30900
0,0,1956,2011,131600,36000
0,0,1956,2012,230000,26900
0,0,1956,2010,204000,26500
0,0,1956,2014,227590,32900
0,0,1956,2013,170000,36500
0,0,1956,2009,172845,25500
0,0,1956,2015,195000,41800
0,1,1798,2011,127000,33900
0,1,1598,2009,91500,20000
0,0,1956,2010,199000,21999
0,0,1956,2016,138000,48900
0,0,1956,2014,225300,29900
0,1,2000,2008,129000,29999
0,0,1956,2017,219000,49900
0,1,1798,2009,194000,31900
0,0,1956,2012,182100,30900
0,1,1364,2016,97200,52900
0,0,1956,2011,174500,26000
0,0,1956,2011,120000,24500
0,0,1956,2011,183750,25900
0,0,1956,2015,220000,43900
0,1,1998,2008,136000,23900
0,1,1598,2016,54000,67800
0,0,1956,2010,163000,28700
0,0,1956,2015,191000,37900
0,0,1598,2016,65000,48500
0,1,1598,2017,60000,64500
0,1,1796,2016,89780,60900
0,1,1998,2010,199000,30900
0,0,1956,2011,131600,36000
0,0,1956,2012,230000,26900
0,0,1956,2010,204000,26500
0,0,1956,2014,227590,32900
0,0,1956,2013,170000,36500
0,0,1956,2009,172845,25500
0,0,1956,2015,195000,41800
0,1,1798,2011,127000,33900
0,1,1598,2009,91500,20000
0,0,1956,2010,199000,21999
0,0,1956,2016,138000,48900
0,0,1956,2014,225300,29900
0,1,2000,2008,129000,29999
0,0,1956,2017,219000,49900
0,1,1798,2009,194000,31900
0,0,1956,2012,182100,30900
0,1,1364,2016,97200,52900
0,0,1956,2011,174500,26000
0,0,1956,2011,120000,24500
0,0,1956,2011,183750,25900
0,0,1956,2015,220000,43900
0,1,1998,2008,136000,23900
0,1,1598,2016,54000,67800
0,0,1956,2010,163000,28700
0,0,1956,2015,191000,37900
0,0,1598,2016,65000,48500
0,1,1598,2017,60000,64500
0,1,1796,2016,89780,60900
0,1,1998,2010,199000,30900
0,0,1956,2011,131600,36000
0,0,1956,2012,230000,26900
0,0,1956,2010,204000,26500
0,0,1956,2014,227590,32900
0,0,1956,2013,170000,36500
0,0,1956,2009,172845,25500
0,0,1956,2015,195000,41800
0,1,1798,2011,127000,33900
0,1,1598,2009,91500,20000
0,0,1956,2010,199000,21999
0,0,1910,2007,250000,5990
0,0,1910,2007,229000,14900
0,0,1910,2008,253477,9999
0,0,1910,2008,230000,19500
0,2,1796,2007,208700,14900
0,1,1998,2007,245626,11900
0,1,1796,2007,180000,18900
0,1,1796,2007,208000,15900
0,0,1910,2008,237000,12999
0,2,1796,2007,223000,13900
0,1,1796,2008,187000,12900
0,0,1910,2007,253000,7500
0,0,1910,2008,214000,13000
0,0,1910,2007,236000,15900
0,0,1910,2008,180000,13500
0,1,2198,2008,206570,18900
0,0,1910,2008,232000,18900
0,0,1910,2007,221000,13500
0,1,1598,2007,132000,13900
0,1,1796,2007,179080,12900
0,0,1910,2008,240217,9999
0,1,1598,2007,204000,14900
0,1,1796,2008,203000,15900
0,1,1998,2008,229000,20600
0,0,1910,2008,233296,15000
0,1,1796,2008,208725,18900
0,1,1796,2007,206000,13300
0,0,1910,2008,194000,15990
0,0,1910,2008,247591,12999
0,1,1796,2008,189246,15900
0,0,1910,2007,177000,19888
0,1,1796,2007,175000,18900
0,1,1598,2007,157000,15400
0,0,1910,2008,240000,15900
0,0,1910,2007,240000,12700
0,0,1910,2008,252000,15900
0,1,1796,2007,218000,17900
0,1,1598,2007,132593,14500
0,2,1998,2007,247198,15000
0,1,1796,2008,197200,18888
0,2,1796,2008,180600,18900
0,1,2198,2007,228070,12500
0,1,1796,2007,239000,14990
0,1,1796,2007,234000,17900
0,2,1598,2007,223747,9500
0,0,1910,2007,164000,12900
0,0,1910,2008,205400,12300
0,0,1910,2008,247000,13300
0,0,1910,2008,235000,12400
0,0,1910,2008,239000,10900
0,0,1910,2007,179000,15900
0,0,1910,2008,249990,11800
0,1,1796,2008,213000,14900
0,0,1910,2008,215000,15999
0,0,1910,2008,247466,13900
0,0,1910,2008,123092,19900
0,1,1998,2007,119750,18900
0,0,1910,2007,248000,11900
0,1,1796,2007,104000,16800
0,2,1796,2007,220000,16500
